page,pageRow,drugName,company,drugCode,formPay,classEffect,kind,substituteEtc,componentCode,sourcePdf,sourcePrintedAt
10,23,명문펜타조신정50밀리그람,명문제약(주),649801520,내복약품비급여,진통， 소,전문,,210503ATB,약품기본정보.pdf,2026-06-26
10,24,명문펜타조신정50mg,명문제약,G03700041,내복약품비급여,진통， 소,전문,,210503ATB,약품기본정보.pdf,2026-06-26
10,25,명문펜타조신주사,명문제약(주),649801530,주사약품비급여,진통， 소,전문,,210502BIJ,약품기본정보.pdf,2026-06-26
10,26,명문펜타조신주사,명문제약,G03700021,주사약품 삭제,진통， 소,전문,,210502BIJ,약품기본정보.pdf,2026-06-26
11,1,명인 브로마제팜정 3mg(구:명인브로명인제약,,G12000281,내복약품 삭제,정신신경용제,전문,가능,118501ATB,약품기본정보.pdf,2026-06-26
11,2,명인디아제팜정10밀리그람_(10mg/,명인제약(주),651900520,내복약품 급여,정신신경용제,전문,가능,142901ATB,약품기본정보.pdf,2026-06-26
11,3,명인디아제팜정10mg,명인제약,G12000071,내복약품 삭제,정신신경용제,전문,가능,142901ATB,약품기본정보.pdf,2026-06-26
11,4,명인디아제팜정2밀리그람_(2mg/1정명인제약(주),,651900530,내복약품 급여,정신신경용제,전문,가능,142902ATB,약품기본정보.pdf,2026-06-26
11,5,명인디아제팜정2mg,명인제약,G12000051,내복약품 삭제,정신신경용제,전문,가능,142902ATB,약품기본정보.pdf,2026-06-26
11,6,명인디아제팜정5밀리그람_(5mg/1정명인제약(주),,651900540,내복약품 급여,정신신경용제,전문,가능,142903ATB,약품기본정보.pdf,2026-06-26
11,7,명인디아제팜정5mg,명인제약,G12000061,내복약품 삭제,정신신경용제,전문,가능,142903ATB,약품기본정보.pdf,2026-06-26
11,8,명인디아제팜주,명인제약(주),651900550,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
11,9,명인디아제팜주,명인제약,G12000141,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
11,10,명인디아제팜주_(10mg/2mL),명인제약(주),651900551,주사약품 삭제,정신신경용제,전문,,142930BIJ,약품기본정보.pdf,2026-06-26
11,11,명인브로마제팜정1.5밀리그람[수출명인제약(주),,651900630,내복약품비급여,정신신경용제,전문,,118502ATB,약품기본정보.pdf,2026-06-26
11,12,명인브로마제팜정3밀리그람[(수출명인제약(주),,651900640,내복약품 급여,정신신경용제,전문,가능,118501ATB,약품기본정보.pdf,2026-06-26
11,13,명인페노바르비탈정,명인제약,G12000301,내복약품 삭제,최면진정제,전문,,211701ATB,약품기본정보.pdf,2026-06-26
11,14,명인페노바르비탈정30밀리그람,명인제약(주),651900900,내복약품비급여,최면진정제,전문,,211701ATB,약품기본정보.pdf,2026-06-26
11,15,모가돈정,한국로슈,G11400041,내복약품 삭제,최면진정제,전문,,A0144701,약품기본정보.pdf,2026-06-26
11,16,모토린주사10밀리리터(염산케타민명문제약(주),,649801690,주사약품 삭제,전신마취제,전문,,179502BIJ,약품기본정보.pdf,2026-06-26
11,17,모토린주사50mg/ml,명문제약,C03700381,주사약품 삭제,전신마취제,전문,,179502BIJ,약품기본정보.pdf,2026-06-26
11,18,미다컴주15밀리그람(미다졸람),명문제약(주),649801720,주사약품 삭제,최면진정제,전문,가능,195201BIJ,약품기본정보.pdf,2026-06-26
11,19,미다컴주15밀리그람(미다졸람)_(15명문제약(주),,649801721,주사약품 급여,최면진정제,전문,,195232BIJ,약품기본정보.pdf,2026-06-26
11,20,미다컴주15mg,명문제약,G03700331,주사약품 삭제,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
11,21,미다컴주5밀리그람(미다졸람),명문제약(주),649801740,주사약품 삭제,최면진정제,전문,가능,195202BIJ,약품기본정보.pdf,2026-06-26
11,22,미다컴주5밀리그람(미다졸람)_(5mg명문제약(주),,649801741,주사약품 급여,최면진정제,전문,,195231BIJ,약품기본정보.pdf,2026-06-26
11,23,미다컴주5mg,명문제약,G03700321,주사약품 삭제,최면진정제,전문,,195202BIJ,약품기본정보.pdf,2026-06-26
11,24,미졸람주15mg/3ml,휴온스,C07000151,주사약품 삭제,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
11,25,미졸람주1mg/ml(미다졸람),(주)휴온스,670600900,주사약품비급여,최면진정제,전문,,195204BIJ,약품기본정보.pdf,2026-06-26
11,26,미졸람주1mg/ml(미다졸람),(주)휴온스,670605400,주사약품 삭제,최면진정제,전문,,195202BIJ,약품기본정보.pdf,2026-06-26
12,1,미졸람주1mg/ml(미다졸람)_(5mg/5m(주)휴온스,,670605401,주사약품 급여,최면진정제,전문,,195231BIJ,약품기본정보.pdf,2026-06-26
12,2,미졸람주3mg/3ml,휴온스,C07000141,주사약품 삭제,최면진정제,전문,,195204BIJ,약품기본정보.pdf,2026-06-26
12,3,미졸람주50mg/10ml,휴온스,C07000152,주사약품 삭제,최면진정제,전문,,195203BIJ,약품기본정보.pdf,2026-06-26
12,4,미졸람주5mg/5ml,휴온스,C07000142,주사약품 삭제,최면진정제,전문,,195202BIJ,약품기본정보.pdf,2026-06-26
12,5,미졸람주5mg/ml(미다졸람),(주)휴온스,670600930,주사약품 삭제,최면진정제,전문,,195203BIJ,약품기본정보.pdf,2026-06-26
12,6,바류제팜정2mg,환인제약,G01000171,내복약품 삭제,정신신경용제,전문,,142902ATB,약품기본정보.pdf,2026-06-26
12,7,바류제팜정5mg,환인제약,G01000181,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
12,8,바류제팜주,환인제약,G01000231,주사약품 삭제,정신신경용제,전문,,B0066201,약품기본정보.pdf,2026-06-26
12,9,바리움정2밀리그람(디아제팜),(주)한국로슈,645000240,내복약품 삭제,정신신경용제,전문,가능,142902ATB,약품기본정보.pdf,2026-06-26
12,10,바리움정2mg,한국로슈,G11400051,내복약품 삭제,정신신경용제,전문,,142902ATB,약품기본정보.pdf,2026-06-26
12,11,바리움정2mg,한국로슈,M00140071,내복약품 삭제,정신신경용제,전문,가능,142902ATB,약품기본정보.pdf,2026-06-26
12,13,바리움정5밀리그람(디아제팜)_(5mg(주)종근당,,643308810,내복약품 삭제,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
12,14,바리움정5밀리그람(디아제팜)_(5mg(주)한국로슈,,645000250,내복약품 삭제,정신신경용제,전문,가능,142903ATB,약품기본정보.pdf,2026-06-26
12,15,바리움정5mg,한국로슈,G11400061,내복약품 삭제,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
12,16,바리움정5mg,한국로슈,M00140061,내복약품 삭제,정신신경용제,전문,가능,142903ATB,약품기본정보.pdf,2026-06-26
12,17,바리움주10mg,한국로슈,G11400091,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
12,18,바스캄주(구:바스캄주5mg),하나제약,G00500121,주사약품 삭제,최면진정제,전문,,195202BIJ,약품기본정보.pdf,2026-06-26
12,19,바스캄주(미다졸람),하나제약(주),657800810,주사약품 삭제,최면진정제,전문,,195204BIJ,약품기본정보.pdf,2026-06-26
12,20,바스캄주(미다졸람),하나제약(주),657800820,주사약품 삭제,최면진정제,전문,가능,195202BIJ,약품기본정보.pdf,2026-06-26
12,21,바스캄주(미다졸람)_(3mg/3mL),하나제약(주),657800811,주사약품 급여,최면진정제,전문,,195230BIJ,약품기본정보.pdf,2026-06-26
12,22,바스캄주(미다졸람)_(5mg/5mL),하나제약(주),657800821,주사약품 급여,최면진정제,전문,,195231BIJ,약품기본정보.pdf,2026-06-26
12,23,바스캄주15밀리그람(미다졸람),하나제약(주),657800800,주사약품 삭제,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
12,24,바스캄주15밀리그람(미다졸람),하나제약(주),657800801,주사약품 급여,최면진정제,전문,,195232BIJ,약품기본정보.pdf,2026-06-26
12,25,바스캄주15mg,하나제약,C00700461,주사약품 삭제,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
12,26,바스캄주15mg,하나제약,G00500131,주사약품 삭제,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
13,1,바이넥스페노바르비탈정,(주)바이넥스,643100780,내복약품 삭제,최면진정제,전문,가능,211701ATB,약품기본정보.pdf,2026-06-26
13,2,바이넥스페노바르비탈정,바이넥스,G11800021,내복약품 삭제,최면진정제,전문,가능,211701ATB,약품기본정보.pdf,2026-06-26
13,3,바이파보주50밀리그램(레미마졸람하나제약(주),,657807451,주사약품비급여,전신마취제,전문,,694101BIJ,약품기본정보.pdf,2026-06-26
13,4,박스터프로포폴1%주사액10밀리리터박스터,,646600540,주사약품 삭제,전신마취제,전문,,219805BIJ,약품기본정보.pdf,2026-06-26
13,5,반도제약염산날부핀주사10mg,한국마이팜제약,G07400011,주사약품 삭제,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
13,6,베아코프에프정,(주)대웅제약,641601490,내복약품 삭제,진통， 소,전문,,433000ATB,약품기본정보.pdf,2026-06-26
13,7,베아코프에프정,대웅제약,G01900051,내복약품 삭제,진통， 소,전문,,433000ATB,약품기본정보.pdf,2026-06-26
13,8,베아콜에프정,(주)대웅제약,641601500,내복약품비급여,진통， 소,전문,,433100ATB,약품기본정보.pdf,2026-06-26
13,9,베아콜에프정,대웅제약,G01900061,내복약품 삭제,진통， 소,전문,,433100ATB,약품기본정보.pdf,2026-06-26
13,10,베아콜정,대웅제약,G01900031,내복약품 삭제,진통， 소,전문,,454100ATB,약품기본정보.pdf,2026-06-26
13,11,베아콜정_(1정),(주)대웅제약,641601510,내복약품비급여,진통， 소,전문,,454100ATB,약품기본정보.pdf,2026-06-26
13,12,벨빅정(로카세린염산염수화물)_(10일동제약(주),,642905330,내복약품비급여,자율신경제,전문,,636201ATB,약품기본정보.pdf,2026-06-26
13,13,본초디아제팜정,본초제약,G06400041,내복약품비급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
13,14,본초염산펜타조신정,본초제약,G06400031,내복약품비급여,진통， 소,전문,,210503ATB,약품기본정보.pdf,2026-06-26
13,15,본초옥사제팜정,본초제약,G06400011,내복약품 삭제,정신신경용제,전문,,385101ATB,약품기본정보.pdf,2026-06-26
13,16,본초페노바르비탈정,본초제약,G06400021,내복약품비급여,최면진정제,전문,,211701ATB,약품기본정보.pdf,2026-06-26
13,17,부광 스틸녹스정(구:부광스틸녹스정부광약품,,G07600071,내복약품 삭제,최면진정제,전문,,250501ATB,약품기본정보.pdf,2026-06-26
13,18,부광디아제팜정5밀리그람,부광약품(주),642200640,내복약품 삭제,정신신경용제,전문,가능,142903ATB,약품기본정보.pdf,2026-06-26
13,19,부광디아제팜정5mg,부광약품,G07600031,내복약품 삭제,정신신경용제,전문,가능,142903ATB,약품기본정보.pdf,2026-06-26
13,20,부광디아제팜주10mg,부광약품,G07600061,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
13,21,부광미다졸람주사,부광약품(주),642200690,주사약품 삭제,최면진정제,전문,,195204BIJ,약품기본정보.pdf,2026-06-26
13,22,부광미다졸람주사,부광약품(주),642200700,주사약품 삭제,최면진정제,전문,가능,195202BIJ,약품기본정보.pdf,2026-06-26
13,23,부광미다졸람주사(구:부광미다졸람부광약품,,G02300041,주사약품 삭제,최면진정제,전문,,195202BIJ,약품기본정보.pdf,2026-06-26
13,24,부광미다졸람주사_(3mg/3mL),부광약품(주),642200691,주사약품 급여,최면진정제,전문,,195230BIJ,약품기본정보.pdf,2026-06-26
13,25,부광미다졸람주사_(5mg/5mL),부광약품(주),642200701,주사약품 급여,최면진정제,전문,,195231BIJ,약품기본정보.pdf,2026-06-26
13,26,부광미다졸람주사15밀리그람/3밀리부광약품(주),,642200710,주사약품 삭제,최면진정제,전문,가능,195201BIJ,약품기본정보.pdf,2026-06-26
14,1,부광미다졸람주사15밀리그램/3밀리부광약품(주),,642200711,주사약품 급여,최면진정제,전문,,195232BIJ,약품기본정보.pdf,2026-06-26
14,2,부광미다졸람주사15mg/3ml,부광약품,G02300052,주사약품 삭제,최면진정제,전문,,195201BIJ,약품기본정보.pdf,2026-06-26
14,3,부놀주사 1mg(구:부놀주사1mg),한림제약,G12700091,주사약품 삭제,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
14,4,부놀주사(주석산부토르파놀)_(1mg/한림제약(주),,645300771,주사약품 삭제,진통， 소,전문,,121130BIJ,약품기본정보.pdf,2026-06-26
14,5,부놀주사1밀리그램(주석산부토르파한림제약(주),,645300770,주사약품 삭제,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
14,6,부놀주사2밀리그람/밀리리터(주석산한림제약(주),,645300780,주사약품 삭제,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
14,7,부놀주사2밀리그람/밀리리터(주석산한림제약(주),,645300781,주사약품 삭제,진통， 소,전문,,121131BIJ,약품기본정보.pdf,2026-06-26
14,8,부놀주사2mg,한림제약,G12700081,주사약품 삭제,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
14,9,부스펜비강분무액,초당약품공업,G02700051,외용약품 삭제,진통， 소,전문,,121103CSI,약품기본정보.pdf,2026-06-26
14,10,부스펜주사 1mg(구:부스펜주사1mg,초당약품공업,G09200081,주사약품 삭제,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
14,11,부스펜주사 2mg(구:부스펜주사2mg,초당약품공업,G09200091,주사약품 삭제,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
14,12,부스펜주사1밀리그람(주석산부토르초당약품공업(주),,670700450,주사약품비급여,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
14,13,부스펜주사2밀리그람(주석산부토르초당약품공업(주),,670700460,주사약품비급여,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
14,14,부토놀주(주석산부토르파놀),구주제약(주),669801390,주사약품비급여,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
14,15,부토란주1mg,대우약품공업,G08900091,주사약품 삭제,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
14,16,부토란주2mg,대우약품공업,G08900101,주사약품 삭제,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
14,17,부토판주사 20MG(구:부토판주사20M명문제약,,G15100153,주사약품 삭제,진통， 소,전문,,B0418601,약품기본정보.pdf,2026-06-26
14,18,부토판주사 2mg(구:부토판주사2mg,명문제약,G15100151,주사약품 삭제,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
14,19,부토판주사 4MG(구:부토판주사4MG,명문제약,G15100152,주사약품 삭제,진통， 소,전문,,B0408601,약품기본정보.pdf,2026-06-26
14,20,부토판주사1밀리그람/밀리리터(부토명문제약(주),,649801911,주사약품 급여,진통， 소,전문,,121130BIJ,약품기본정보.pdf,2026-06-26
14,21,부토판주사1밀리그람/밀리리터(주석명문제약(주),,649801910,주사약품 삭제,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
14,22,부토판주사1mg/ml,명문제약,G15100171,주사약품 삭제,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
14,23,부토판주사2밀리그람/밀리리터(부토명문제약(주),,649801921,주사약품 급여,진통， 소,전문,,121131BIJ,약품기본정보.pdf,2026-06-26
14,24,부토판주사2밀리그람/밀리리터(주석명문제약(주),,649801920,주사약품 삭제,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
14,25,부파놀주사,하나제약,G00500101,주사약품 삭제,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
14,26,부파놀주사(주석산부토르파놀),하나제약(주),657800960,주사약품 삭제,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
15,1,부파놀주사(주석산부토르파놀)_(2m하나제약(주),,657800961,주사약품 삭제,진통， 소,전문,,121131BIJ,약품기본정보.pdf,2026-06-26
15,2,부파놀주사1밀리그람/밀리리터(주석하나제약(주),,657800970,주사약품비급여,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
15,3,부파놀주사1mg/1ml,하나제약,G00500102,주사약품 삭제,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
15,4,부프레논주0.3mg,동신제약,G14600011,주사약품 삭제,진통， 소,전문,,120202BIJ,약품기본정보.pdf,2026-06-26
15,5,부프레인패취35㎍/h(부프레노르핀명문제약(주),,649807440,외용약품 삭제,양， 수렴,전문,,120234CPC,약품기본정보.pdf,2026-06-26
15,6,부프레인패취52.5㎍/h(부프레노르핀명문제약(주),,649807420,외용약품 삭제,양， 수렴,전문,,120235CPC,약품기본정보.pdf,2026-06-26
15,7,부프레인패취70㎍/h(부프레노르핀명문제약(주),,649807430,외용약품 삭제,양， 수렴,전문,,120236CPC,약품기본정보.pdf,2026-06-26
15,8,브라제팜정1.5밀리그람(브로마제팜명인제약(주),,651901230,내복약품비급여,정신신경용제,전문,,118502ATB,약품기본정보.pdf,2026-06-26
15,9,브로팜정,한림제약,G12700071,내복약품 삭제,정신신경용제,전문,,118501ATB,약품기본정보.pdf,2026-06-26
15,10,브로팜정(브로마제팜),한림제약(주),645300810,내복약품비급여,정신신경용제,전문,,118501ATB,약품기본정보.pdf,2026-06-26
15,11,브로팜정1.5말리그람,한림제약(주),645300820,내복약품비급여,정신신경용제,전문,,118502ATB,약품기본정보.pdf,2026-06-26
15,12,브로팜정1.5밀리그람(브로마제팜),한림제약(주),645300830,내복약품비급여,정신신경용제,전문,,118502ATB,약품기본정보.pdf,2026-06-26
15,13,브로팜정3밀리그람,한림제약(주),645300840,내복약품비급여,정신신경용제,전문,,118501ATB,약품기본정보.pdf,2026-06-26
15,14,비.브라운 프로포폴-리푸로1%주,비브라운코리아(주,667400810,주사약품 삭제,전신마취제,전문,,219804BIJ,약품기본정보.pdf,2026-06-26
15,15,비.브라운 프로포폴-리푸로1%주,비브라운코리아(주,667400830,주사약품 삭제,전신마취제,전문,,219801BIJ,약품기본정보.pdf,2026-06-26
15,16,비.브라운 프로포폴-리푸로1%주_(0비브라운코리아(주,,667400841,주사약품 급여,,전문,,219835BIJ,약품기본정보.pdf,2026-06-26
15,17,비.브라운 프로포폴-리푸로1%주_(0비브라운코리아(주,,667400811,주사약품 급여,전신마취제,전문,,219836BIJ,약품기본정보.pdf,2026-06-26
15,18,비.브라운 프로포폴-리푸로1%주_(,비브라운코리아(주,667400831,주사약품 삭제,전신마취제,전문,,219837BIJ,약품기본정보.pdf,2026-06-26
15,19,비.브라운프로포폴-리푸로1%주(앰플비브라운코리아(주,,667400630,주사약품 삭제,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
15,20,비.브라운프로포폴-리푸로1%주(앰플비브라운코리아(주,,667400820,주사약품 삭제,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
15,21,비.브라운프로포폴-리푸로1%주(앰플비브라운코리아(주,,667400821,주사약품 급여,전신마취제,전문,,219835BIJ,약품기본정보.pdf,2026-06-26
15,22,비브라운프로포폴-리푸로1%주 100,비브라운코리아(주,667400120,주사약품 삭제,전신마취제,전문,,219801BIJ,약품기본정보.pdf,2026-06-26
15,23,비브라운프로포폴-리푸로1%주 50밀비브라운코리아(주,,667400110,주사약품 삭제,전신마취제,전문,,219804BIJ,약품기본정보.pdf,2026-06-26
16,2,비엠진정(염산펜터민)_(37.5mg/1정(주)한국비엠아이,,654800890,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
16,3,비엠진정(펜터민염산염)_(37.5MG/,동국제약(주),653405730,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
16,4,비터펜정(염산펜터민),보람제약(주),656601200,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
16,5,비터펜정(펜터민염산염)_(37.5mg/,비알엔사이언스(주,698001380,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
16,6,비포랄주,경동제약,G16200011,주사약품 삭제,진통， 소,전문,,121102BIJ,약품기본정보.pdf,2026-06-26
16,7,비포랄주1mg,경동제약,G16200041,주사약품 삭제,진통， 소,전문,,121101BIJ,약품기본정보.pdf,2026-06-26
16,8,빅성정,성진제약,G15300021,내복약품비급여,정신신경용제,전문,,156202ATB,약품기본정보.pdf,2026-06-26
16,9,빅손정,현대약품공업,G13100011,내복약품 삭제,정신신경용제,전문,가능,156202ATB,약품기본정보.pdf,2026-06-26
16,10,빅손정(에칠로플라제페이트)_(2mg/현대약품(주),,642000520,내복약품 삭제,정신신경용제,전문,가능,156202ATB,약품기본정보.pdf,2026-06-26
16,11,빅손정1밀리그람(에칠로플라제페이현대약품(주),,642000510,내복약품 급여,정신신경용제,전문,가능,156201ATB,약품기본정보.pdf,2026-06-26
16,12,빅손정1mg,현대약품공업,G13100031,내복약품 삭제,정신신경용제,전문,가능,156201ATB,약품기본정보.pdf,2026-06-26
16,13,빅탄정,사노피-신데라보코,G13200011,내복약품 삭제,정신신경용제,전문,,156202ATB,약품기본정보.pdf,2026-06-26
16,14,빅탄정1mg,사노피-신데라보코,G13200021,내복약품 삭제,정신신경용제,전문,,156201ATB,약품기본정보.pdf,2026-06-26
16,15,사노렉스정(마진돌)_(1mg/1정),대원제약(주),671801870,내복약품비급여,자율신경제,전문,,551401ATB,약품기본정보.pdf,2026-06-26
16,16,산도스졸피뎀정10mg,한국산도스,M00690011,내복약품 삭제,최면진정제,전문,가능,250501ATB,약품기본정보.pdf,2026-06-26
16,17,산도스졸피뎀정10mg(주석산졸피뎀삼일제약(주),,643903920,내복약품 급여,최면진정제,전문,,250501ATB,약품기본정보.pdf,2026-06-26
16,18,산도스졸피뎀정10mg(주석산졸피뎀한국산도스(주),,668100180,내복약품 삭제,최면진정제,전문,가능,250501ATB,약품기본정보.pdf,2026-06-26
16,19,삼성디에틸프로피온정(디에틸프로피삼성제약(주),,642307150,내복약품비급여,,전문,,551601ATB,약품기본정보.pdf,2026-06-26
16,20,삼진디아제팜10mg,삼진제약,G08200031,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
16,21,삼진디아제팜정2밀리그람_(2mg/1정삼진제약(주),,647800740,내복약품 급여,정신신경용제,전문,,142902ATB,약품기본정보.pdf,2026-06-26
16,22,삼진디아제팜정2mg,삼진제약,G08200011,내복약품 삭제,정신신경용제,전문,가능,142902ATB,약품기본정보.pdf,2026-06-26
16,23,삼진디아제팜정5밀리그람_(5mg/1정삼진제약(주),,647800750,내복약품 급여,정신신경용제,전문,,142903ATB,약품기본정보.pdf,2026-06-26
16,24,삼진디아제팜정5mg,삼진제약,G08200021,내복약품 삭제,정신신경용제,전문,가능,142903ATB,약품기본정보.pdf,2026-06-26
16,25,삼진디아제팜주_(10mg/2mL),삼진제약(주),647800761,주사약품 급여,정신신경용제,전문,,142930BIJ,약품기본정보.pdf,2026-06-26
16,26,삼진디아제팜주10밀리그램,삼진제약(주),647800760,주사약품 삭제,정신신경용제,전문,,142901BIJ,약품기본정보.pdf,2026-06-26
17,1,새프람정,대원제약(주),671801890,내복약품비급여,,전문,,105504ATB,약품기본정보.pdf,2026-06-26
17,2,새프람정,대원제약,G02900241,내복약품 삭제,정신신경용제,전문,가능,105504ATB,약품기본정보.pdf,2026-06-26
17,3,새프람정(알프라졸람)_(0.4mg/1정대원제약(주),,671801880,내복약품 삭제,정신신경용제,전문,가능,105504ATB,약품기본정보.pdf,2026-06-26
17,4,서구 알프라졸람정 0.5mg(구:서구넥스팜코리아,,G16700011,내복약품비급여,정신신경용제,전문,,105505ATB,약품기본정보.pdf,2026-06-26
17,5,서구알프라졸람정1mg,넥스팜코리아,G16700021,내복약품비급여,정신신경용제,전문,,105501ATB,약품기본정보.pdf,2026-06-26
17,6,서구알프라졸람정2mg,넥스팜코리아,G16700031,내복약품비급여,정신신경용제,전문,,105503ATB,약품기본정보.pdf,2026-06-26
17,7,서울디아제팜정2MG,서울제약,G12300011,내복약품 삭제,정신신경용제,전문,,A0066001,약품기본정보.pdf,2026-06-26
17,8,서울제약 주석산졸피뎀정_(10mg/1정(주)서울제약,,652900830,내복약품비급여,최면진정제,전문,,250501ATB,약품기본정보.pdf,2026-06-26
17,9,세다페인주(브롬화수소산에프타조신유니메드제약(주),,649501010,주사약품비급여,진통， 소,전문,,565801BIJ,약품기본정보.pdf,2026-06-26
17,10,세레날정,한국오가논,G14800081,내복약품 삭제,정신신경용제,전문,,A0415401,약품기본정보.pdf,2026-06-26
17,11,세레날정10밀리그람(옥사졸람),한화제약(주),651600390,내복약품비급여,정신신경용제,전문,,552501ATB,약품기본정보.pdf,2026-06-26
17,12,센틸정10밀리그람(클로바잠)_(10mg(주)한독약품,,652100520,내복약품비급여,정신신경용제,전문,,135701ATB,약품기본정보.pdf,2026-06-26
17,13,센틸정10mg,한독약품,G06200031,내복약품비급여,정신신경용제,전문,,135701ATB,약품기본정보.pdf,2026-06-26
17,14,센틸정5밀리그람(클로바잠)_(5mg/,(주)한독,652100530,내복약품 급여,정신신경용제,전문,,135702ATB,약품기본정보.pdf,2026-06-26
17,15,센틸정5mg,한독약품,G01800011,내복약품 삭제,정신신경용제,전문,가능,135702ATB,약품기본정보.pdf,2026-06-26
17,16,센틸정5mg,한독약품,G06200021,내복약품비급여,정신신경용제,전문,,135702ATB,약품기본정보.pdf,2026-06-26
17,17,소메린정,한국오가논,G14800041,내복약품 삭제,최면진정제,전문,,A0415501,약품기본정보.pdf,2026-06-26
17,18,소메린정5밀리그람(할록사졸람),한화제약(주),651600430,내복약품비급여,최면진정제,전문,,552201ATB,약품기본정보.pdf,2026-06-26
17,19,순천당알프라졸람정 0.4mg(구:순천바이넥스,,G11800031,내복약품비급여,정신신경용제,전문,,105504ATB,약품기본정보.pdf,2026-06-26
17,20,쉐러콜연질캡슐,알앤피코리아,G09000021,내복약품 삭제,진통， 소,전문,,456100ACS,약품기본정보.pdf,2026-06-26
17,21,스리반정0.5밀리그램(로라제팜)_(0명인제약(주),,651901310,내복약품 급여,정신신경용제,전문,가능,185504ATB,약품기본정보.pdf,2026-06-26
17,22,스리반정0.5mg,명인제약,G12000111,내복약품 삭제,정신신경용제,전문,가능,185504ATB,약품기본정보.pdf,2026-06-26
17,23,스리반정1밀리그램(로라제팜)_(1mg명인제약(주),,651901320,내복약품 급여,정신신경용제,전문,가능,185501ATB,약품기본정보.pdf,2026-06-26
17,24,스리반정1mg,명인제약,G12000101,내복약품 삭제,정신신경용제,전문,가능,185501ATB,약품기본정보.pdf,2026-06-26
17,25,스리반정2mg,명인제약,G01200091,내복약품 삭제,정신신경용제,전문,,185503ATB,약품기본정보.pdf,2026-06-26
17,26,스리반정2MG,명인제약,G12000091,내복약품 삭제,정신신경용제,전문,,A0122301,약품기본정보.pdf,2026-06-26
18,1,스립정10밀리그램(졸피뎀타르타르산유니메드제약(주),,649507420,내복약품 급여,최면진정제,전문,,250501ATB,약품기본정보.pdf,2026-06-26
18,2,스립정5밀리그램(졸피뎀타르타르산유니메드제약(주),,649507410,내복약품 급여,최면진정제,전문,,250502ATB,약품기본정보.pdf,2026-06-26
18,3,스토팜정10밀리그람(클로티아제팜유니메드제약(주),,649501200,내복약품비급여,정신신경용제,전문,,137301ATB,약품기본정보.pdf,2026-06-26
18,4,스토팜정5밀리그람(클로티아제팜),유니메드제약(주),649501210,내복약품비급여,정신신경용제,전문,,137302ATB,약품기본정보.pdf,2026-06-26
18,5,스토팜정5mg,참제약,G15500051,내복약품 삭제,정신신경용제,전문,,137302ATB,약품기본정보.pdf,2026-06-26
