"pharmacy_id","insurance_code","drug_name","drug_code","godang_code","controlled_candidate_source","updated_at"
3,"052400060",미르디스정40mg(텔미사르탄)_(40mg/1정),"",A01,DM_GODANG,"2026-06-26 04:19:13"
