"source_type","pharmacy_id","insurance_code","drug_name","drug_code","exception_type","warning_memo","dare_registration_no","godang_code","controlled_candidate","controlled_candidate_source","updated_at"
drug_master_candidate,3,"052400060",미르디스정40mg(텔미사르탄)_(40mg/1정),"","0","","",A01,1,DM_GODANG,"2026-06-26 04:19:13"
